name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,1,,,,,7,2,3,,5,5,,-16,10,5,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,520,341,2340,179,1874,5,5,28,-174,38,2,1,1,4381,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,43,153,15,2,0,0,,269
J.Nelson,00-0026176,no,GB,WR,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,619,431,98,151,13,0,0,,496,1519,,,,,,,,
O.Schofield,00-0027730,no,SEA,OLB,5,1,,1,,0,0,,,,,,,9,,4,-29,,18,3,29,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Richardson,00-0029201,no,GB,CB,3,0,,,,,0,,,,,,,,,0,,,22,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Masthay,00-0026664,no,GB,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,1,5,498,2,14,686,49,49,4,2159,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Thomas,00-0027866,no,SEA,FS,26,3,,1,,0,1,,47,,,6,,,,0,,,71,1,7,1,,,1,1,,0,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,0,2,0,2,3,,,,,,,,,,,,,,,,,,
R.Wilson,00-0029263,no,SEA,QB,,,,,,,,,,,,,,,,,,,1,,,,,4,0,6,,5,5,,-4,10,5,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,452,285,1663,167,2099,7,7,42,-242,20,1,0,1,3475,7,45,,,,,,,,,,,,,,,,,17,0,1,1,0,0,0,,2,17,118,357,69,6,0,0,,849
M.Hyde,00-0030090,no,GB,SS,14,0,,,,,2,,9,,,7,,1,,1,-7,,47,2,8,4,,,0,1,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,47,,53,0,4,0,96,,,,,,,,,,,,,,,3,25,,,,,,,,,179,3,197,130,15,2,15,221,,,,,,,,,,,,,,,,,,
A.Hawk,00-0024220,no,GB,OLB,37,0,,,,,0,,,,,2,,1,,0.5,0,,53,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Harvin,00-0026998,no,SEA,WR,,,,,,,,,,,,,,,,,,,2,,,,,3,1,,1,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,265,,361,0,32,0,778,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,206,35,51,78,1,0,0,,259,483,33,127,51,1,0,0,,202
M.Lynch,00-0025399,no,SEA,RB,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,223,43,37,48,4,0,0,,390,367,281,355,128,13,0,0,,1310
J.Peppers,00-0021140,no,GB,OLB,15,4,,3,,1,2,2,101,,,11,,14,,7.0,-45,2,28,5,19,2,,,0,,,0,,,,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
T.Williams,00-0024061,no,GB,CB,10,0,,1,,0,3,,2,,,12,,1,,0,,,61,1,2,6,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kearse,00-0029159,no,SEA,WR,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,1,1,15,,,,0,,,0,0,0,,17,2,15,,,,,,,,,,,,,,,,,358,15,38,69,1,1,0,1,206,537,2,11,0,0,0,0,,15
C.Matthews,00-0027002,no,GB,ILB,16,1,,,,,1,,40,,,9,,22,,11.0,-65,,44,16,89,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Turbin,00-0029273,no,SEA,RB,1,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,150,16,16,20,2,0,0,,163,186,73,128,0,0,0,0,,306
S.Shields,00-0027440,no,GB,CB,7,0,,,,,2,,62,,,9,,,,0,,,32,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Miller,00-0025425,no,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,54,0,6,7,0,0,0,,29,76,,,,,,,,
M.Daniels,00-0029284,no,GB,DE,12,0,,,,,0,,,,,,,15,,5.5,-60,,29,7,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Clinton-Dix,00-0031333,no,GB,FS,28,0,,1,,0,1,,9,,,6,,2,,1,0,,66,1,9,7,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
D.Jones,00-0030576,no,GB,DE,5,0,,,,,1,,18,,,2,,4,,1.5,-11,,18,4,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Neal,00-0027664,no,GB,OLB,14,0,,,,,0,,,,,,,11,,4.5,-36,,21,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Baldwin,00-0028434,no,SEA,WR,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,50,0,5,0,81,,,,,,,,,,,,,,,1,5,,,,,,,,,13,4,43,0,6,0,6,42,376,39,66,98,3,0,0,,314,825,1,8,0,0,0,0,,8
J.Lane,00-0029295,no,SEA,CB,4,1,,,,,0,,,,,3,,,,0,,,9,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Cobb,00-0028002,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,1,1,,0,3,1,0,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,60,9,93,0,14,0,14,112,481,148,91,127,12,1,1,,584,1287,12,30,0,0,0,0,,37
D.Shead,00-0029191,no,SEA,SS,2,0,,,,,0,,,,,2,1,,,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Smith,00-0028180,no,SEA,OLB,10,2,,,,,0,,,,,1,,,,0,,,28,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Maxwell,00-0028111,no,SEA,CB,4,0,,1,,0,2,,23,,,12,,,,0,,,35,,,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kuhn,00-0022999,no,GB,FB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,23,0,4,4,0,0,0,,25,23,24,47,2,1,0,0,,85
M.Crosby,00-0025580,no,GB,K,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2939,33,3,27,974,6,281,565,14,,102,81,41,54,2,53,1,53,6273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Britt,00-0031282,no,SEA,OG,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Burnett,00-0027676,no,GB,SS,35,1,,1,,0,1,,32,,,4,,3,,1.5,-18,,94,4,11,14,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lockette,00-0028442,no,SEA,WR,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,,,180,72,11,15,2,0,0,,68,195,1,2,0,0,0,0,,2
B.Irvin,00-0029193,no,SEA,OLB,12,1,,,,,2,2,84,,,3,,11,,6,-45,2,24,9,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Quarless,00-0027753,no,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,209,18,29,46,3,1,0,1,160,323,,,,,,,,
T.McDaniel,00-0024102,no,SEA,DT,15,0,,,,,0,,,,,1,,,1,0,,,16,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jones,00-0026946,no,GB,LB,6,0,1,,,,0,,,,,1,,1,,0,,,12,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bush,00-0023918,no,GB,,5,0,,,,,0,,,,,1,,,,0,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hayward,00-0029261,no,GB,CB,10,0,,2,1,49,3,1,111,,,7,,1,,0,,2,33,2,4,2,,,0,,,0,,,,0,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ryan,00-0023742,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,,-15,2,1,-15,,,,,,,,,,,1,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,613,1,28,835,61,61,6,2688,,,,,,,,,,,,,,,,,,,2,5,0,0,0,0,,5
C.Linsley,00-0031019,no,GB,C,,,,,,,,,,,,,,,,,,,3,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Avril,00-0026232,no,SEA,DE,7,1,,1,,0,0,,,,,1,,20,,5.5,-34,,16,7,26,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Perry,00-0029408,no,GB,OLB,6,0,,1,,0,0,,,,,1,,3,,3,-22,,17,4,23,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sherrod,00-0027970,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bakhtiari,00-0030074,no,GB,T,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Coleman,00-0029068,yes,SEA,FB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,2,2,1,0,0,,24,29,,,,,,,,
M.Burley,00-0029942,no,SEA,DB,10,0,,,,,1,,24,,,5,,1,,1,-5,,25,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Willson,00-0030089,no,SEA,TE,,,,,,,,,,,,,,,,,,,4,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,28,,33,0,3,0,37,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,241,103,22,40,3,0,0,,213,362,,,,,,,,
J.Johnson,00-0028441,no,SEA,DB,7,0,,,,,0,,,,,1,,,,0,,,12,2,3,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Lang,00-0027078,no,GB,G,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Walters,00-0027595,no,SEA,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,27,0,2,0,43,,,,,,,,,,,,,,,,,,,,,,,,,68,23,110,0,27,0,27,207,46,0,6,11,0,0,0,,39,57,1,-2,0,0,0,0,,-2
M.Bosher,00-0028130,no,ATL,P,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3385,,,,,,,,15,,83,,46,,,,,,5172,,,,,,,,,,,,,,,,,,,,,,1,5,645,,27,877,67,67,4,3063,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,4,4,,-22,7,4,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,659,456,2763,203,2288,17,17,29,-191,33,1,0,1,4952,1,5,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,,1,1,27,66,1,1,0,0,,68
D.Trufant,00-0030562,no,ATL,CB,8,0,,1,,15,3,,19,,,16,,,,0,,,53,1,1,1,,,0,,,0,,,,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cadet,00-0029205,no,NO,RB,,,,,,,,,,,,,,,,,,,3,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,192,,208,0,16,0,383,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,156,5,38,51,1,0,0,,240,296,10,30,0,0,0,0,,32
B.Cooks,00-0031236,no,NO,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,12,,12,0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,26,15,30,0,10,0,10,35,228,84,53,69,3,0,0,,170,550,7,67,4,1,0,0,,73
J.Bartu,00-0029770,no,ATL,ILB,36,0,,2,,0,0,,,,,,,1,,1,-2,,47,2,3,,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ingram,00-0027966,no,NO,RB,,,,,,,,,,,,,,,,,,,1,,,,,3,1,,1,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,29,36,0,0,0,,136,145,226,227,45,9,0,0,,964
D.Lowery,00-0026253,no,ATL,FS,19,2,,1,,0,2,,21,,,5,,2,,1,-18,,60,1,1,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Worrilow,00-0029792,no,ATL,ILB,59,2,,,,,0,,,,,3,,9,,2,-11,,84,4,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,389,92,59,99,5,0,0,,293,902,,,,,,,,
Z.Strief,00-0024424,no,NO,T,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Graham,00-0027696,no,NO,TE,,1,,,,,,,,,,,,,,,,,1,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,251,70,85,125,10,0,0,,295,889,,,,,,,,
S.Graham,00-0019536,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,22,,19,636,3,134,403,2,,7,57,1,47,1,46,1,46,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2741,,,,,,,,12,,74,,39,,,,,,4910,,,,,,,,,,,,,,,1,-2,,,,,,,,646,,19,816,58,58,5,2690,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Jackson,00-0022736,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,90,0,20,27,0,0,0,,121,148,190,217,19,6,0,0,,707
D.Hawthorne,00-0025999,no,NO,OLB,31,0,,,,,1,,10,,,3,,4,,3,-18,,52,7,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.White,00-0029658,no,NO,DB,3,1,,1,,0,2,,2,,,6,,2,,1,-6,,50,1,6,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Douglas,00-0026224,no,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,194,5,51,74,2,1,1,,238,556,,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,,0,,,-3,5,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,628,415,2604,213,2167,14,14,30,-202,28,1,1,,4694,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,29,98,0,0,0,0,,145
