name,id,home,team,pos,defense_ast,defense_ffum,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
L.Jones,00-0030524,yes,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,105,2,14,,0,2,-17,0,0,0,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,2
T.Redden,00-0031874,no,CAR,N/A,0,0,,,,0,,,,,,1,1,-8,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Dangerfield,00-0030023,yes,PIT,,2,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lucas,00-0031121,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,2,3,1,0,0,,0,32,,,,,,,
K.Fogg,00-0031419,yes,PIT,,1,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Scobee,00-0022874,yes,PIT,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,2,,2,54,,,27,,,3,6,3,0,0,0,0,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Walton,00-0031607,yes,PIT,DT,0,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jacobs,00-0028698,no,CAR,LB,2,0,,,,0,,,0,,,1,1,-9,,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Mayo,00-0031596,no,CAR,LB,0,0,,,,0,,,,1,,,0,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Heath,00-0028410,no,CAR,,1,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.West,00-0032286,yes,PIT,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,3,3,0,0,0,,19,57,,,,,,,
M.Brown,00-0029155,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,2,3,0,0,0,,10,32,,,,,,,
D.Grant,00-0031944,yes,PIT,N/A,0,0,,,,0,,,,,,,0,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Garvin,00-0030033,yes,PIT,ILB,0,0,,,,0,,,,,,1,0,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Norwood,00-0031327,no,CAR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,2,2,0,0,0,,9,40,,,,,,,
S.Simonson,00-0031167,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,2,0,0,0,,5,10,,,,,,,
L.Young,00-0030675,no,CAR,,1,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Coates,00-0032166,yes,PIT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,2,3,0,0,0,,15,55,,,,,,,
B.Wing,00-0030142,yes,PIT,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,0,46,1,1,,46,,,,,,,,,,,,,,,,,,,,,,,,,
G.Holliman,00-0032219,yes,PIT,N/A,0,0,,,,0,,,,,,,0,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Blechen,00-0031867,no,CAR,N/A,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Miley,00-0031871,no,CAR,DE,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Phillips,00-0032100,yes,PIT,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1,1,0,0,0,,0,16,,,,,,,
W.Johnson,00-0028841,yes,PIT,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,0,8
J.Myers,00-0031492,no,JAC,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,2,,1,47,1,56,47,,,4,3,4,2,0,2,0,2,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Hood,00-0027008,no,JAC,DE,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Thompson,00-0030404,yes,WAS,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,5,0,0,0,,6,7,15,7,0,0,0,0,45
A.Jones,00-0029946,no,JAC,DT,1,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bennett,00-0032154,no,JAC,DT,3,0,,,,0,,,,1,,2,0,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.McCoy,00-0027688,yes,WAS,QB,,,,,,,,,,,,,,,,,,,,,0,1,,0,,-4,1,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,117,11,189,,0,3,-24,1,1,0,1,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
N.Marshall,00-0031733,no,JAC,CB,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,0,1,0,20,,,,,,,,,,,,,,,,,,,,,,,,,5,,7,0,2,0,2,10,,,,,,,,,,,,,,,,,
N.Sundberg,00-0026714,yes,WAS,LS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Way,00-0030140,yes,WAS,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,2,55,5,5,,242,,,,,,,,,,,,,,,,,,,,,,,,,
W.Compton,00-0029869,yes,WAS,ILB,3,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Morris,00-0030825,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,113,9,105,,0,1,-7,1,0,0,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,0,0,0,1
J.Powe,00-0028137,yes,WAS,,1,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pierce,00-0029264,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,0,0,0,0,41
B.Walters,00-0027595,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,1,0,21,5,5,7,1,0,0,,11,42,,,,,,,
R.Ross,00-0030187,yes,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,19,0,4,0,4,28,19,19,10,14,1,0,0,,47,103,,,,,,,
B.Koyack,00-0032139,no,JAC,N/A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,3,0,0,0,,0,5,,,,,,,
C.Smith,00-0031264,no,JAC,DE,3,0,,,,0,,,,,,1,1,-5,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,2,61,6,6,,280,,,,,,,,,,,,,,,,,,,,,,,,,
J.Evans,00-0030557,no,JAC,FS,4,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sample,00-0032108,no,JAC,SS,4,0,,,,0,,,,1,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jeffcoat,00-0030771,yes,WAS,OLB,0,0,,,,0,,,,,,2,1,-7,,3,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Amerson,00-0030420,yes,WAS,CB,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Johnson,00-0031243,no,JAC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,38,0,2,0,59,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,7,0,3,4,0,0,0,,12,15,7,3,0,0,0,0,4
R.Thomas,00-0031006,yes,WAS,,2,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jarrett,00-0031952,yes,WAS,SS,1,0,,,,0,,,,1,,,0,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Murphy,00-0031300,yes,WAS,OLB,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Closs,00-0031983,no,JAC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,2,0,0,0,,5,9,,,,,,,
C.Lockett,00-0030783,yes,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,2,4,0,1,0,1,5,30,,,,,,,
T.Armbrister,00-0031729,no,JAC,LB,5,0,,,,0,,,,,,,0,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hamm,00-0030805,yes,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,2,3,0,0,0,,16,23,,,,,,,
J.George,00-0031018,no,JAC,LB,3,0,,,,0,,,,,,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Igbinosun,00-0028949,no,JAC,,3,0,,,,0,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Forbath,00-0028787,yes,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,,1,25,1,56,25,2,,4,3,1,1,0,1,0,1,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Robinson,00-0029297,yes,WAS,SS,2,0,,,,0,,,,,,,0,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,yes,WAS,CB,0,0,,,,0,,,,,,,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Plummer,00-0031542,yes,WAS,LB,0,0,,,,0,,,,,,,0,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Kearse,00-0028169,yes,WAS,DT,0,0,,,,0,,,,,,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Everett,00-0031844,yes,WAS,N/A,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Harris,00-0030435,no,JAC,,1,0,,,,0,,,,,,,0,,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Lotulelei,00-0030210,no,JAC,LB,4,0,,,,0,,,,1,,,0,,,6,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Long,00-0031047,yes,WAS,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey.Williams,00-0031531,yes,WAS,N/A,,,,,,,,,,,,,,,,,,,,,0,,,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,0,0,0,21
T.Thomas,00-0031736,no,JAC,N/A,3,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Beard,00-0032225,no,JAC,N/A,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Breeland,00-0031052,yes,WAS,CB,3,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0028441,yes,WAS,DB,2,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Washington,00-0030856,no,JAC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,0,1,0,1,7,40,0,2,4,0,0,0,,8,45,,,,,,,
C.Grant,00-0031731,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,0,0,0,,0,6,5,40,40,1,0,0,74
D.McCray,00-0030451,no,JAC,CB,1,0,,,,0,,,,1,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Reynolds,00-0030826,no,JAC,,1,0,,,,0,,,,,,1,1,-7,,6,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ash,00-0031981,no,JAC,N/A,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Capi,00-0031982,no,JAC,N/A,2,0,,,,0,,,,,,1,1,-12,,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spaight,00-0031945,yes,WAS,OLB,2,0,,,,0,,,,,,,0,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Sterling,00-0032120,no,JAC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,3,3,0,0,0,,11,38,,,,,,,
Q.Dunbar,00-0032007,yes,WAS,N/A,2,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Bates,00-0032181,yes,WAS,,3,0,,,,0,,,,1,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hamlett,00-0031732,no,JAC,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
M.Brown,00-0032048,yes,WAS,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2,2,0,0,0,,12,16,13,8,3,1,0,0,48
R.Bell,00-0031529,yes,WAS,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,2,3,0,0,0,,3,16,,,,,,,
S.Harold,00-0032093,yes,WAS,N/A,1,0,,,,0,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carrier,00-0029119,yes,WAS,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1,2,0,0,0,,2,13,,,,,,,
T.Robertson,00-0029430,yes,WAS,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Mitchell,00-0031097,yes,CHI,CB,0,0,1,,2,0,,,,,,,0,,,4,,,,,0,,,0,,,0,1,2,,,,,,,,,,,,,,,,,,,,27,27,0,1,0,27,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Coons,00-0031112,no,CLE,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Mayle,00-0032188,no,CLE,N/A,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,12,0,2,4,0,0,0,,-1,17,,,,,,,
J.Rodgers,00-0028083,yes,CHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,2,0,0,0,,1,7,5,5,0,0,0,0,10
J.Poyer,00-0030114,no,CLE,CB,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Winn,00-0029303,no,CLE,DT,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Fales,00-0031076,yes,CHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,63,4,32,,0,,,2,0,0,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,0,6
M.Reilly,00-0032213,no,CLE,N/A,1,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Campbell,00-0032198,no,CLE,SS,0,0,,,,0,,,,,,,0,,,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lawrence,00-0031009,yes,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,1,3,0,0,0,,0,11,,,,,,,
D.Saunders,00-0031917,no,CLE,N/A,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,10,0,3,0,3,24,,,,,,,,,,,,,,,,,
P.O'Donnell,00-0031079,yes,CHI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,2,57,4,4,,187,,,,,,,,,,,,,,,,,,,,,,,,,
